PK,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION
2000137,48,F,W,Allentown,3,5
2000138,25,M,B,Allentown,3,5
2000139,31,M,A,Duquesne Heights,2,5
2000140,47,M,B,Crawford-Roberts,6,3
2000141,31,M,W,Central Oakland,6,3
2000142,21,M,B,Spring Garden,1,1
2000143,48,F,B,Allegheny Center,1,1
2000144,21,M,B,West End,7,2
2000145,55,M,B,Bluff,6,3
2000146,37,M,W,Central Business District,6,6
2000147,57,M,B,Bluff,6,3
2000148,32,M,B,Knoxville,3,5
2000149,36,M,B,Mount Washington,2,5
2000150,25,M,W,North Shore,1,1
2000151,28,M,B,South Side Flats,3,3
2000152,35,M,B,Greenfield,5,3
2000153,73,M,B,South Side Flats,3,3
2000154,40,M,B,Larimer,9,2
2000155,21,M,W,Homewood North,8,2
2000156,23,F,B,Spring Hill-City View,1,1
2000157,18,M,B,Spring Hill-City View,1,1
2000158,24,M,B,Beechview,4,5
2000159,22,M,B,Marshall-Shadeland,1,1
2000160,21,M,B,Knoxville,3,5
2000161,46,M,B,Homewood South,9,2
2000162,23,M,B,Fairywood,2,5
2000163,59,M,B,Squirrel Hill South,5,3
2000164,0,M,W,Lincoln-Lemington-Belmar,9,2
2000165,47,M,W,East Liberty,7,2
2000166,27,M,B,South Side Flats,3,3
2000167,24,M,B,North Shore,1,6
2000175,31,M,B,Homewood South,9,2
2000176,60,M,B,Homewood North,9,2
2000177,14,M,B,Spring Hill-City View,1,1
2000178,14,M,B,Spring Hill-City View,1,1
2000179,15,M,B,Hazelwood,5,3
2000180,16,M,B,East Liberty,9,2
2000181,23,F,B,Crawford-Roberts,6,3
2000182,28,F,W,West Oakland,8,3
2000183,26,F,B,East Hills,9,2
2000184,19,F,W,Central Lawrenceville,7,2
2000185,29,F,W,Perry South,6,1
2000186,39,F,B,Elliott,2,5
2000187,36,M,B,West End,7,2
2000188,34,F,B,Homewood West,9,2
2000189,33,M,W,Knoxville,3,5
2000190,15,M,B,,,
2000191,26,M,B,Perry South,6,1
2000192,38,F,B,,,
2000193,15,M,B,Hazelwood,5,3
2000194,17,M,B,Crawford-Roberts,6,3
2000195,11,M,B,Crafton Heights,2,5
2000196,27,F,B,West Oakland,8,3
2000197,28,M,B,West Oakland,8,3
2000198,25,M,B,East Hills,9,2
2000199,29,M,B,Bluff,6,1
2000200,27,M,B,Central Business District,6,6
2000201,24,M,B,Homewood North,9,2
2000202,24,F,W,South Side Flats,3,3
2000203,29,M,B,South Side Flats,3,3
2000204,20,F,W,North Shore,1,1
2000205,36,M,B,Northview Heights,1,1
2000206,56,M,B,Hazelwood,5,3
2000207,29,M,B,Marshall-Shadeland,1,1
2000208,16,F,B,East Hills,9,2
2000209,27,M,B,,,
2000210,28,M,U,Squirrel Hill South,5,3
2000211,25,M,B,Spring Hill-City View,1,1
2000212,58,M,B,Homewood South,9,2
2000213,47,F,W,Homewood South,9,2
2000214,51,F,B,Homewood South,9,2
2000215,19,M,B,Central Business District,6,6
2000216,24,M,B,East Hills,9,2
2000217,31,F,B,Summer Hill,1,1
2000218,34,F,B,Bloomfield,7,2
2000219,34,M,B,,,
2000220,57,M,W,Mount Washington,3,5
2000221,29,M,B,Marshall-Shadeland,1,1
2000222,46,M,W,Upper Lawrenceville,,
2000235,23,M,W,East Hills,9,2
2000236,56,M,B,East Liberty,8,2
2000237,15,M,W,Hazelwood,5,3
2000238,38,F,W,East Liberty,9,2
2000239,27,M,W,East Liberty,9,2
2000240,29,F,B,Central Business District,6,6
2000241,27,F,B,Northview Heights,1,1
2000242,23,F,B,Fineview,6,1
2000243,58,M,W,Carrick,4,3
2000244,37,M,B,North Oakland,6,3
2000245,29,M,B,Perry South,1,1
2000246,44,M,B,Homewood South,9,2
2000247,40,M,W,Bluff,6,6
2000248,29,M,B,Central Oakland,8,3
2000249,36,M,W,Homewood South,9,2
2000250,40,M,B,Homewood South,9,2
2000251,52,F,B,Bluff,6,3
2000252,52,M,O,Homewood North,9,2
2000253,24,M,B,Elliott,,
2000254,21,M,B,Manchester,6,1
2000255,29,M,B,East Allegheny,1,1
2000256,31,M,B,Bluff,6,3
2000257,41,M,W,Central North Side,,
2000258,43,F,W,Central Business District,6,6
2000259,18,M,W,Central North Side,6,1
2000260,30,M,W,Lower Lawrenceville,7,2
2000261,56,M,W,Central Lawrenceville,7,2
2000262,24,M,W,Central Oakland,3,3
2000263,21,M,W,Duquesne Heights,2,5
2000264,48,M,B,Bluff,6,3
2000265,22,M,U,,,
2000266,27,M,B,Central Business District,6,6
2000267,35,F,W,South Side Flats,3,3
2000268,35,F,W,South Side Flats,3,3
2000269,21,M,W,Strip District,7,6
2000270,34,M,B,Homewood North,9,2
2000271,48,M,W,Bloomfield,7,2
2000272,27,M,B,East Hills,9,2
2000273,55,M,B,Homewood North,9,2
2000275,30,M,W,Central Business District,6,6
2000276,25,F,W,Central Lawrenceville,7,2
2000277,21,M,W,South Side Flats,3,3
2000278,21,F,W,South Side Flats,3,3
2000279,44,M,B,North Shore,6,6
2000280,42,M,B,Perry South,6,1
2000281,35,M,B,Perry South,6,1
2000282,46,M,B,Central Business District,6,6
2000283,54,M,B,Homewood South,9,2
2000284,45,F,B,Homewood South,9,2
2000285,48,M,B,Bluff,6,3
2000286,37,F,W,Allegheny Center,1,1
2000287,27,M,A,,,
2000288,45,M,B,Central Business District,6,6
2000289,23,M,W,Central Lawrenceville,7,2
2000290,28,F,B,Point Breeze,9,3
2000291,29,M,W,Strip District,7,6
2000292,25,F,B,Bloomfield,7,2
2000293,40,F,W,Brookline,4,5
2000294,33,M,B,Garfield,9,2
2000295,23,M,B,Garfield,9,2
2000296,29,F,B,East Hills,9,2
2000297,67,M,W,Carrick,4,3
2000298,21,M,B,Carrick,4,3
2000299,44,F,W,Homewood South,9,2
2000300,37,F,W,Central North Side,1,1
2000301,30,M,B,Homewood North,9,2
2000302,43,M,B,Central Business District,6,6
2000303,40,M,B,Squirrel Hill South,5,3
2000304,36,F,W,,,
2000305,25,F,B,Bloomfield,7,2
2000306,48,M,W,Central Business District,6,6
2000307,46,M,W,Middle Hill,6,3
2000308,35,M,W,Central Oakland,3,3
2000309,27,M,B,East Allegheny,1,1
2000310,37,M,W,Crawford-Roberts,6,3
2000311,20,M,W,East Allegheny,1,1
2000312,20,M,B,East Allegheny,1,1
2000313,50,M,B,Hazelwood,5,3
2000314,33,M,B,East Liberty,9,2
2000315,27,M,B,East Liberty,9,2
2000316,24,M,B,South Side Flats,3,3
2000317,34,M,B,Outside City,,
2000318,19,M,B,Chateau,6,1
2000319,63,M,B,Central North Side,1,1
2000320,66,M,W,Greenfield,5,3
2000321,53,F,B,East Allegheny,1,1
2000335,37,M,W,South Shore,,
2000336,32,M,W,South Side Flats,3,3
2000337,50,M,B,Central North Side,1,1
2000338,21,M,B,Crawford-Roberts,6,3
2000339,20,M,B,Crawford-Roberts,6,3
2000340,45,M,W,Carrick,4,3
2000341,27,M,B,Mount Washington,3,5
2000342,28,M,W,Mount Washington,3,5
2000343,42,M,B,North Oakland,8,3
2000344,27,M,W,Beechview,4,5
2000345,30,M,W,Beechview,4,5
2000346,35,M,W,Stanton Heights,9,2
2000347,30,F,B,Garfield,9,2
2000348,28,F,W,,,
2000349,22,M,B,Perry North,1,1
2000350,33,M,W,Bon Air,4,5
2000351,35,M,B,Homewood North,9,2
2000352,44,F,W,Homewood South,9,2
2000353,30,M,W,South Side Flats,3,3
2000354,55,M,B,Central Business District,6,6
2000355,28,M,B,South Side Flats,3,3
2000356,26,F,B,South Side Flats,3,3
2000357,29,M,B,North Shore,1,1
2000358,48,F,B,Marshall-Shadeland,1,1
2000359,29,M,B,,,
2000360,44,M,B,Homewood West,9,2
2000361,36,F,W,Hazelwood,5,3
2000362,25,M,W,Hazelwood,5,3
2000363,24,F,W,Hazelwood,5,3
2000364,19,F,B,East Hills,9,2
2000365,57,M,W,Overbrook,4,5
2000366,55,M,B,Central Oakland,3,3
2000367,34,M,W,Central Business District,6,6
2000368,62,M,B,Squirrel Hill South,5,3
2000369,39,M,W,Strip District,7,6
2000370,21,F,W,South Side Slopes,3,5
2000371,28,F,W,Brighton Heights,1,1
2000372,24,M,B,,,
2000373,54,F,B,Lincoln-Lemington-Belmar,9,2
2000374,22,M,B,Shadyside,8,2
2000375,22,M,B,Shadyside,8,2
2000376,26,M,B,East Hills,9,2
2000377,21,M,B,Mount Washington,2,5
2000378,28,M,B,South Side Slopes,3,3
2000379,30,M,W,Marshall-Shadeland,1,1
2000380,26,M,B,East Hills,9,2
2000381,31,M,B,Homewood South,9,2
2000382,23,F,B,Homewood South,9,2
2000383,57,M,B,Crawford-Roberts,6,3
2000384,29,F,W,Crawford-Roberts,6,3
2000385,24,F,B,South Side Slopes,3,3
2000386,38,M,B,Glen Hazel,5,3
2000387,19,M,B,Carrick,4,3
2000395,20,M,W,Squirrel Hill North,8,3
2000396,47,M,B,California-Kirkbride,6,1
2000397,30,M,B,Middle Hill,6,3
2000398,51,F,B,Central Oakland,3,3
2000399,35,M,B,Hazelwood,5,3
2000400,55,F,W,Beechview,4,5
2000401,31,M,W,Lincoln-Lemington-Belmar,9,2
2000402,29,F,B,Bloomfield,7,2
2000403,53,M,W,Spring Garden,1,1
2000404,49,M,B,Central Business District,6,6
2000405,29,F,B,Central North Side,1,1
2000406,41,M,W,,,
2000407,38,M,W,Bloomfield,7,2
2000408,19,F,B,East Hills,9,2
2000409,56,M,W,Beechview,4,5
2000410,26,M,W,,,
2000411,45,M,W,Greenfield,5,3
2000412,22,F,W,Greenfield,5,3
2000413,20,M,B,South Side Flats,3,3
2000414,37,M,B,East Allegheny,1,1
2000415,29,F,O,Squirrel Hill North,5,3
2000416,41,M,W,Spring Hill-City View,1,1
2000417,22,M,W,Carrick,4,3
2000418,20,F,W,East Liberty,9,2
2000419,46,M,W,East Liberty,9,2
2000420,50,M,W,Central Business District,6,6
2000421,27,M,W,Strip District,9,2
2000422,32,M,W,Carrick,4,3
2000423,51,F,W,Bluff,6,3
2000424,30,F,B,Allegheny Center,1,1
2000425,34,M,W,Shadyside,8,2
2000426,49,M,B,Central North Side,1,1
2000427,49,M,B,Homewood South,9,2
2000428,64,F,B,Middle Hill,6,3
2000429,22,M,B,Crawford-Roberts,6,3
2000430,49,M,W,Greenfield,5,3
2000431,23,M,W,Allegheny Center,1,1
2000432,35,F,W,East Allegheny,1,1
2000433,44,M,B,Bedford Dwellings,6,3
2000434,31,M,B,Outside City,,
2000435,41,F,W,Sheraden,2,5
2000436,41,M,W,Sheraden,2,5
2000437,25,F,B,Morningside,7,2
2000438,20,M,B,North Oakland,,
2000439,20,M,B,North Oakland,,
2000440,21,M,B,North Oakland,,
2000441,54,M,B,East Hills,9,2
2000442,20,F,B,Beechview,4,5
2000455,32,M,B,Carrick,4,3
2000456,22,M,B,Bedford Dwellings,6,3
2000457,52,F,W,Carrick,4,3
2000458,27,M,W,Perry South,1,1
2000459,35,F,B,Bluff,6,3
2000460,27,M,B,Homewood South,9,2
2000461,40,M,W,South Side Flats,2,5
2000462,42,F,W,South Side Flats,2,5
2000463,31,M,W,East Liberty,8,2
2000464,51,M,B,Central North Side,1,1
2000465,61,M,B,,,
2000466,46,M,B,Homewood West,9,2
2000467,33,F,B,Bloomfield,7,2
2000468,30,M,B,Elliott,2,5
2000469,44,M,B,Homewood South,9,2
2000470,44,M,B,Allentown,3,5
2000471,31,M,B,Allentown,3,5
2000475,21,M,B,Bluff,6,3
2000476,48,M,B,Bluff,6,3
2000477,33,M,B,Strip District,7,6
2000478,38,F,B,East Allegheny,1,1
2000479,38,F,B,East Allegheny,1,1
2000480,19,M,B,Garfield,9,2
2000481,20,M,B,,,
2000482,18,M,B,Garfield,9,2
2000483,26,M,B,Allegheny Center,1,1
2000484,19,F,B,East Hills,9,2
2000485,22,M,B,Carrick,4,3
2000486,22,M,B,Carrick,4,3
2000487,23,F,B,Homewood South,9,2
2000488,57,M,B,Central Business District,6,6
2000489,32,M,B,Strip District,7,6
2000495,26,M,W,Troy Hill,1,1
2000496,61,F,W,Squirrel Hill North,2,5
2000497,35,M,W,Strip District,7,6
2000498,38,M,B,Central Business District,6,6
2000499,24,F,B,Middle Hill,6,3
2000500,28,M,B,Middle Hill,6,3
2000501,37,M,B,Hazelwood,5,3
2000502,22,M,W,Brookline,4,5
2000503,51,F,B,Lincoln-Lemington-Belmar,9,2
2000504,26,M,B,Lincoln-Lemington-Belmar,9,2
2000505,20,M,B,,,
2000506,49,M,B,South Side Flats,3,3
2000507,48,F,B,Beltzhoover,3,5
2000508,40,F,W,,,
2000509,32,M,B,Crawford-Roberts,6,3
2000510,29,F,W,,,
2000511,34,M,B,Knoxville,3,5
2000512,21,M,B,Beechview,4,5
2000513,27,M,B,Homewood North,9,2
2000514,30,F,B,Bluff,6,3
2000515,35,M,W,East Liberty,9,2
2000516,71,M,B,Middle Hill,6,3
2000517,25,M,W,East Hills,9,2
2000518,30,F,B,Central Business District,6,6
2000519,20,M,B,Hazelwood,5,3
2000520,22,F,B,Homewood North,9,2
2000521,49,M,B,Perry North,1,1
2000522,31,F,W,Fineview,6,1
2000523,35,M,B,Knoxville,3,5
2000524,18,M,B,East Liberty,9,2
2000535,49,M,B,Terrace Village,6,3
2000536,23,M,W,Mount Washington,3,5
2000537,49,M,W,Allentown,3,5
2000538,22,F,B,Homewood North,9,2
2000539,38,F,W,Homewood West,9,2
2000540,28,M,B,Allegheny Center,1,1
2000541,39,M,W,Central Business District,6,6
2000542,31,M,B,Central Business District,6,6
2000543,29,M,B,Homewood South,9,2
2000544,31,F,W,East Allegheny,1,1
2000545,45,M,B,Hazelwood,5,3
2000546,35,M,B,Homewood North,9,2
2000547,26,M,W,Allegheny West,1,1
2000548,35,F,W,East Liberty,9,2
2000549,27,M,B,Homewood South,9,2
2000550,27,M,B,West Oakland,6,3
2000551,49,M,B,Shadyside,7,2
2000552,32,M,B,Central Business District,6,6
2000553,25,M,B,Carrick,4,3
2000554,37,M,W,,,
2000555,21,M,B,North Oakland,9,2
2000556,28,M,B,Central Business District,6,3
2000557,60,M,B,,,
2000558,29,M,B,Chateau,1,1
2000559,20,F,W,Squirrel Hill North,,
2000560,29,M,B,Homewood North,9,2
2000561,21,M,B,Knoxville,3,5
2000562,27,M,W,,,
2000563,36,F,B,Marshall-Shadeland,1,1
2000564,26,F,B,Marshall-Shadeland,1,1
2000565,26,F,B,Marshall-Shadeland,1,1
2000566,29,F,B,Marshall-Shadeland,1,1
2000567,27,F,B,Marshall-Shadeland,1,1
2000568,61,M,B,Middle Hill,6,3
2000569,48,M,B,,,
2000570,31,M,B,Lincoln-Lemington-Belmar,9,2
2000571,48,F,W,Shadyside,8,2
2000572,49,F,W,Shadyside,8,2
2000573,38,M,B,Lincoln-Lemington-Belmar,9,2
2000574,48,F,W,Shadyside,8,2
2000575,23,F,W,Allegheny Center,1,1
2000576,34,M,B,Larimer,9,2
2000577,38,M,B,Lincoln-Lemington-Belmar,9,2
2000578,42,M,W,Central Business District,6,6
2000579,51,F,W,Chartiers City,2,5
2000580,38,M,B,Lincoln-Lemington-Belmar,9,2
2000581,18,M,B,,,
2000582,55,F,B,Perry South,6,1
2000583,31,F,B,Elliott,2,5
2000584,35,M,W,South Side Flats,3,3
2000585,26,M,W,Central Business District,6,6
2000586,34,F,B,Point Breeze,9,3
2000587,46,M,W,Stanton Heights,9,2
2000588,23,M,W,South Side Flats,3,3
2000589,35,M,B,Terrace Village,6,3
2000590,37,M,B,Central Business District,6,6
2000591,27,M,W,Middle Hill,6,3
2000592,21,M,B,Fineview,6,1
2000593,23,M,B,Allegheny Center,1,1
2000594,50,M,B,East Allegheny,1,1
2000595,42,M,B,East Allegheny,1,1
2000615,37,M,B,South Side Flats,3,3
2000616,23,F,B,South Side Flats,3,3
2000617,58,M,B,Homewood West,9,2
2000618,32,M,B,South Oakland,3,3
2000619,28,F,W,Hays,5,3
2000620,29,M,B,East Liberty,9,2
2000621,38,M,B,Allentown,3,5
2000622,36,M,B,Brighton Heights,1,1
2000623,41,M,B,Homewood North,9,2
2000624,32,M,B,Homewood South,9,2
2000625,38,F,W,Point Breeze North,9,2
2000626,34,M,W,Point Breeze North,9,2
2000627,47,F,W,Point Breeze North,9,2
2000628,43,M,B,Brookline,4,5
2000629,46,F,B,Lincoln-Lemington-Belmar,9,2
2000630,28,M,W,North Shore,1,1
2000631,50,M,W,North Shore,1,1
2000632,45,M,B,Middle Hill,6,3
2000633,27,M,B,South Side Flats,3,3
2000634,24,M,W,Carrick,4,3
2000635,28,M,B,Polish Hill,7,6
2000636,61,M,B,Carrick,4,3
2000637,33,F,B,Homewood South,9,2
2000638,62,M,W,Allentown,3,5
2000639,34,M,B,Homewood North,9,2
2000640,26,M,H,West End,2,5
2000641,28,F,B,Perry South,6,1
2000642,38,M,W,Brighton Heights,1,1
2000643,72,M,W,Point Breeze North,9,3
2000644,27,F,W,Spring Hill-City View,1,1
2000645,35,M,B,Knoxville,3,5
2000646,36,F,W,,,
2000647,32,M,B,Chateau,,
2000648,53,M,B,Bluff,6,3
2000649,57,M,B,Central Oakland,3,3
2000650,33,M,B,Highland Park,7,2
2000651,20,M,B,Manchester,1,1
2000652,34,M,B,Sheraden,2,5
2000653,22,M,W,South Side Flats,3,3
2000654,57,M,W,New Homestead,5,3
2000655,44,M,W,Beechview,4,5
2000656,58,F,W,Oakwood,2,5
2000657,33,F,B,South Side Flats,3,3
2000658,32,M,B,South Side Flats,3,3
2000659,43,M,W,North Shore,1,1
2000660,41,M,B,East Liberty,9,2
2000661,47,M,B,East Liberty,,
2000662,58,M,W,South Side Flats,3,3
2000663,23,M,W,Shadyside,8,2
2000664,64,F,W,Sheraden,2,5
2000665,41,M,W,Bluff,6,3
2000666,45,M,W,Carrick,4,3
2000667,29,F,W,Carrick,4,3
2000668,26,M,H,Central Business District,6,6
2000669,22,M,B,Point Breeze,9,3
2000670,23,M,B,Point Breeze,9,3
2000671,35,F,W,South Side Flats,3,3
2000672,24,F,W,Mount Washington,3,5
2000673,27,M,W,Mount Washington,3,5
2000674,27,M,W,Mount Washington,3,5
2000675,33,M,B,Carrick,4,3
2000676,36,M,B,Upper Lawrenceville,9,2
2000677,48,M,B,Homewood South,9,2
2000678,36,M,B,Larimer,9,2
2000679,20,F,B,Central Business District,6,6
2000680,49,F,W,Allentown,3,5
2000681,24,M,B,Marshall-Shadeland,1,1
2000682,40,M,W,Greenfield,5,3
2000683,23,F,B,Elliott,2,5
2000684,22,F,B,Homewood South,9,2
2000685,22,M,B,Homewood South,9,2
2000695,23,M,B,Stanton Heights,7,2
2000696,41,M,B,Central Business District,6,6
2000697,46,F,W,Carrick,4,3
2000698,21,M,W,Hazelwood,5,3
2000699,29,M,B,Larimer,9,2
2000700,60,M,B,Larimer,9,2
2000701,24,F,B,South Side Slopes,3,3
2000702,60,M,B,East Allegheny,1,1
2000703,54,M,B,Bluff,6,3
2000704,27,M,B,,,
2000705,22,M,B,Bedford Dwellings,6,3
2000706,63,F,W,Central Business District,7,6
2000707,19,M,B,East Hills,9,2
2000708,32,M,B,Lincoln-Lemington-Belmar,9,2
2000709,24,M,B,Bon Air,3,5
2000710,41,M,B,Crawford-Roberts,6,3
2000711,19,M,B,Knoxville,3,5
2000712,55,M,B,Central Oakland,3,3
2000713,19,F,B,Central North Side,1,1
2000714,45,F,B,Homewood South,9,2
2000715,26,M,B,Lower Lawrenceville,7,2
2000716,53,F,B,Perry North,1,1
2000717,31,M,H,,,
2000718,30,F,B,Fineview,6,1
2000719,52,M,W,Allentown,3,5
2000720,28,M,B,East Liberty,9,2
2000721,27,M,B,Homewood North,9,2
2000722,29,M,B,Homewood North,9,2
2000723,54,M,B,,,
2000724,55,M,B,Friendship,7,2
2000725,30,F,W,Central North Side,6,1
2000726,23,M,B,Brighton Heights,1,1
2000727,30,M,B,Garfield,9,2
2000728,47,M,W,East Liberty,7,2
2000729,53,M,B,Central Oakland,3,3
2000730,63,M,B,East Allegheny,1,1
2000731,32,M,B,Elliott,2,5
2000732,69,M,B,East Allegheny,1,1
2000733,40,M,B,Garfield,9,2
2000734,46,M,B,East Hills,9,2
2000735,21,M,B,Upper Hill,6,3
2000736,55,F,B,East Hills,9,2
2000737,32,M,U,Garfield,9,2
2000738,27,F,B,Garfield,9,2
2000739,55,M,W,Brookline,4,5
2000740,34,F,B,Bloomfield,7,2
2000741,57,M,W,,,
2000742,21,F,W,South Side Flats,3,3
2000743,56,M,W,Lincoln-Lemington-Belmar,9,2
2000744,34,M,W,South Shore,2,5
2000745,10,M,B,,,
2000746,13,M,B,,,
2000747,14,M,B,Spring Hill-City View,1,1
2000748,17,M,B,Larimer,9,2
2000749,17,M,B,Larimer,9,2
2000750,13,F,B,East Hills,9,2
2000751,14,M,W,,,
2000752,15,M,B,Middle Hill,6,3
2000753,14,M,B,Middle Hill,6,3
2000754,17,M,W,South Side Flats,3,3
2000755,17,F,B,Spring Hill-City View,1,1
2000756,17,M,W,Spring Hill-City View,1,1
2000757,13,M,B,Homewood West,9,2
2000758,14,M,W,Manchester,6,1
2000759,16,F,B,Homewood West,9,2
2000760,17,M,B,Homewood West,9,2
2000761,17,M,B,Homewood West,9,2
2000762,15,M,B,Homewood West,9,2
2000763,11,F,B,Homewood North,9,2
2000764,12,M,B,Mount Oliver,3,3
2000775,60,M,B,Bluff,,
2000776,28,F,B,Homewood South,9,2
2000777,22,F,B,Homewood South,9,2
2000778,32,M,B,Allentown,3,5
2000779,22,F,W,Lower Lawrenceville,7,2
2000780,38,M,W,East Liberty,9,2
2000781,55,F,W,Marshall-Shadeland,1,1
2000782,22,M,B,Central North Side,6,1
2000783,34,M,B,Greenfield,5,3
2000784,31,M,B,Knoxville,3,5
2000785,33,M,B,Knoxville,3,5
2000786,20,F,B,Marshall-Shadeland,1,1
2000787,34,M,B,Garfield,9,2
2000788,28,M,B,East Hills,9,2
2000789,35,M,B,Fineview,6,1
2000790,55,M,B,East Liberty,8,2
2000791,58,M,W,East Liberty,8,2
2000792,56,M,W,Upper Lawrenceville,7,2
2000793,31,M,W,California-Kirkbride,6,1
2000794,31,M,B,Allegheny Center,1,1
2000795,56,M,W,Morningside,7,2
2000796,19,M,B,West Oakland,6,3
2000797,23,M,W,,,
2000798,27,M,B,East Allegheny,1,1
2000799,34,M,W,,,
2000800,51,M,B,Homewood South,9,2
2000801,21,F,B,Mount Oliver,3,3
2000802,46,M,U,South Side Flats,3,3
2000803,37,M,B,South Side Flats,3,3
2000804,50,F,B,Spring Garden,1,1
2000805,39,M,B,South Side Slopes,3,5
2000806,26,F,B,Polish Hill,1,1
2000807,32,F,W,,,
2000808,60,M,B,Central North Side,1,1
2000809,24,M,W,Brookline,4,5
2000810,39,F,W,Bluff,6,3
2000811,17,M,B,Spring Hill-City View,1,1
2000812,38,F,W,Brighton Heights,,
2000813,40,M,B,Allentown,3,5
2000814,32,F,B,Bluff,6,3
2000815,28,M,W,Spring Garden,1,1
2000816,31,F,W,Spring Garden,1,1
2000817,18,F,B,Central Business District,6,6
2000818,65,M,W,Squirrel Hill North,8,3
2000819,53,F,W,Squirrel Hill North,8,3
2000820,41,M,B,Allentown,3,5
2000821,50,M,W,Central Business District,6,6
2000822,41,F,B,Knoxville,3,5
2000823,31,M,B,Lincoln-Lemington-Belmar,9,2
2000824,69,M,B,Homewood South,9,2
2000825,69,M,B,Homewood South,9,2
2000826,32,F,B,Homewood South,9,2
2000827,18,M,B,South Side Flats,3,3
2000828,24,M,B,Hazelwood,5,3
2000829,41,M,H,East Allegheny,1,1
2000830,35,M,W,East Allegheny,1,1
2000831,52,M,W,Middle Hill,6,3
2000832,49,M,B,Middle Hill,6,3
2000833,25,M,B,Homewood North,9,2
2000834,52,F,W,,,
2000835,27,M,W,Lower Lawrenceville,7,2
2000836,58,M,B,South Side Flats,3,3
2000837,28,M,B,Homewood West,9,2
2000838,16,M,B,Homewood North,9,2
2000839,24,M,B,Crafton Heights,2,5
2000840,22,F,B,East Hills,9,2
2000841,16,F,B,Perry North,1,1
2000842,44,F,W,Greenfield,5,3
2000843,15,F,W,Carrick,4,3
2000844,35,M,B,Spring Hill-City View,1,1
2000845,15,F,B,Perry South,6,1
2000846,15,F,B,Perry South,6,1
2000847,14,F,B,Perry South,6,1
2000848,14,F,W,Perry South,6,1
2000849,15,M,B,Homewood West,9,2
2000850,14,F,B,Marshall-Shadeland,6,1
2000851,67,M,W,,,
2000852,49,M,B,Central Business District,6,3
2000853,42,M,W,Bloomfield,7,2
2000854,23,M,B,Bluff,6,3
2000855,18,M,B,Larimer,,
2000856,18,F,B,Larimer,,
2000857,26,M,B,Lincoln-Lemington-Belmar,9,2
2000858,37,M,W,Bloomfield,7,2
2000859,42,M,W,Knoxville,3,5
2000860,45,M,B,Bluff,6,3
2000861,45,F,W,Carrick,4,3
2000862,32,F,W,Carrick,4,3
2000863,50,F,W,Carrick,4,3
2000864,45,F,B,Carrick,4,3
2000865,25,M,B,Marshall-Shadeland,1,1
2000866,51,M,W,Allentown,3,5
2000867,27,M,W,Carrick,4,3
2000868,23,M,B,Northview Heights,1,1
2000869,20,M,B,Northview Heights,1,1
2000875,32,M,B,Homewood North,9,2
2000876,28,M,W,South Side Flats,3,3
2000877,65,M,B,Homewood South,9,2
2000878,29,F,B,Homewood South,9,2
2000879,22,M,B,South Side Slopes,3,3
2000880,43,M,B,Crawford-Roberts,6,3
2000881,32,M,B,Lincoln-Lemington-Belmar,9,2
2000882,16,M,B,,,
2000883,38,M,W,Westwood,2,5
2000884,60,M,B,New Homestead,5,3
2000885,21,F,W,Sheraden,2,5
2000886,13,M,W,Mount Oliver,3,3
2000887,34,M,B,Chartiers City,2,5
2000888,27,M,W,North Shore,1,6
2000889,14,F,B,Point Breeze,9,3
2000890,13,F,B,Point Breeze,9,3
2000891,13,F,W,Homewood West,9,2
2000892,15,M,B,Carrick,,
2000893,13,F,B,Lower Lawrenceville,7,2
2000894,14,F,B,Marshall-Shadeland,6,1
2000895,25,M,H,South Side Slopes,,
2000896,33,F,B,Lincoln-Lemington-Belmar,9,2
2000897,25,M,B,Lincoln-Lemington-Belmar,9,2
2000898,27,F,W,Shadyside,7,2
2000899,39,M,B,Lincoln-Lemington-Belmar,9,2
